ADRAR,73.04,65.74,80.34,87.65
CHLEF,67.83,61.05,74.61,81.4
LAGHOUAT,74.08,66.67,81.48,88.89
O.E.BOUAGHI,74.55,67.1,82.01,89.46
BATNA,73.97,66.57,81.37,88.76
BEJAIA,74.44,67.0,81.89,89.33
BISKRA,48.0,43.2,52.8,57.6
BECHAR,74.66,67.19,82.13,89.59
BLIDA,74.53,67.07,81.98,89.43
BOURA,74.71,67.24,82.18,89.65
TAMANRASSET,74.76,67.29,82.24,89.71
TEBESSA,74.79,67.31,82.27,89.75
TLEMCEN,69.17,62.25,76.08,83.0
TIARET,74.14,66.72,81.55,88.97
TIZI-OUZOU,74.68,67.21,82.14,89.61
ALGER,69.22,62.29,76.14,83.06
DJELFA,74.74,67.27,82.22,89.69
JIJEL,72.42,65.18,79.66,86.91
SETIF,73.03,65.73,80.33,87.64
SAIDA,74.11,66.7,81.52,88.94
SKIKDA,73.66,66.29,81.02,88.39
S.B.ABBES,73.86,66.47,81.24,88.63
ANNABA,75.0,67.5,82.5,90.0
GUELMA,74.3,66.87,81.73,89.16
CONSTANTINE,74.97,67.47,82.47,89.97
MEDEA,74.12,66.71,81.53,88.94
MOSTAGANEM,65.94,59.34,72.53,79.13
M'SILA,72.88,65.6,80.17,87.46
MASCARA,74.3,66.87,81.72,89.15
ÔUARGLA,74.74,67.27,82.22,89.69
ORAN,74.48,67.03,81.93,89.37
EL-BAYADH,74.86,67.38,82.35,89.83
ILLIZI,74.99,67.49,82.49,89.99
B.B.ARRERIDJ,74.82,67.33,82.3,89.78
BOUMERDES,71.66,64.5,78.83,85.99
EL.TARF,74.99,67.49,82.49,89.99
TINDOUF,74.94,67.45,82.44,89.93
TISSEMSILT,74.99,67.49,82.49,89.99
EL.OUED,59.31,53.38,65.24,71.17
KHENCHELA,74.66,67.19,82.12,89.59
SOUK.AHRAS,73.4,66.06,80.74,88.09
TIPAZA,67.23,60.51,73.95,80.68
MILA,74.62,67.16,82.08,89.54
AIN.DEFLA,71.79,64.61,78.97,86.15
NAAMA,74.66,67.2,82.13,89.6
A.TEMOUCHENT,72.28,65.05,79.51,86.74
GHARDAIA,74.93,67.44,82.42,89.91
RELIZANE,74.2,66.78,81.62,89.04
