ADRAR,107,98,71,89
CHLEF,107,98,71,89
LAGHOUAT,85,78,56,71
O.E.BOUAGHI,108,99,72,90
BATNA,106,97,71,88
BEJAIA,107,98,71,89
BISKRA,72,66,48,60
BECHAR,106,98,71,89
BLIDA,103,94,69,86
BOUIRA,107,98,71,89
TAMANRASSET,107,98,71,89
TEBESSA,107,98,71,89
TLEMCEN,106,97,71,89
TIARET,106,97,71,89
TIZI-OUZOU,107,98,71,89
ALGER,93,86,62,78
DJELFA,107,98,71,89
JIJEL,104,95,69,86
SETIF,107,98,71,89
SAIDA,106,97,70,88
SKIKDA,106,97,70,88
S.B.ABBES,106,97,70,88
ANNABA,106,97,70,88
GUELMA,108,99,72,90
CONSTANTINE,107,98,71,89
MEDEA,107,98,71,89
MOSTAGANEM,77,71,51,64
M'SILA,106,97,70,88
MASCARA,105,97,70,88
OUARGLA,105,96,70,87
ORAN,107,98,71,89
EL-BAYADH,107,98,71,89
ILLIZI,107,98,71,89
B.B.ARRERIDJ,108,99,72,90
BOUMERDES,100,91,66,83
EL-TARF,107,98,71,89
TINDOUF,107,98,71,89
TISSEMSILT,108,99,72,90
EL-OUED,104,95,69,87
KHENCHELA,107,98,71,89
SOUK-AHRAS,107,98,71,89
TIPAZA,94,86,63,78
MILA,107,98,71,89
AIN-DEFLA,106,97,71,88
NAAMA,107,98,71,89
A.TEMOUCHENT,105,96,70,87
GHARDAIA,104,96,69,87
RELIZANE,107,98,71,89
