ADRAR,180,162,198,216
CHLEF,225.0,202.5,247.5,270.0
LAGHOUAT,225.0,202.5,247.5,270.0
O.E.BOUAGHI,217.251926,195.526733,238.977118,260.702311
BATNA,225.0,202.5,247.5,270.0
BEJAIA,222.55324,200.297916,244.808564,267.063888
BISKRA,225.0,202.5,247.5,270.0
BECHAR,225.0,202.5,247.5,270.0
BLIDA,225.0,202.5,247.5,270.0
BOURA,225.0,202.5,247.5,270.0
NAMANRASSET,224.38831,201.949479,246.827141,269.265972
NEBESSA,225.0,202.5,247.5,270.0
TLEMCEN,225.0,202.5,247.5,270.0
TIARET,225.0,202.5,247.5,270.0
TIZI-OUZOU,225.0,202.5,247.5,270.0
ALGER,225.0,202.5,247.5,270.0
DJELFA,225.0,202.5,247.5,270.0
JIJEL,193.192116,173.872904,212.511328,231.830539
ISETIF,225.0,202.5,247.5,270.0
SAIDA,225.0,202.5,247.5,270.0
SKIKDA,208.688265,187.819438,229.557091,250.425918
S.B.ABBES,225.0,202.5,247.5,270.0
ANNABA,225.0,202.5,247.5,270.0
GUELMA,225.0,202.5,247.5,270.0
CONSTANTINE,225.0,202.5,247.5,270.0
MEDEA,225.0,202.5,247.5,270.0
MOSTAGANEM,225.0,202.5,247.5,270.0
M'SILA,225.0,202.5,247.5,270.0
MASCARA,225.0,202.5,247.5,270.0
ÔUARGLA,225.0,202.5,247.5,270.0
ORAN,221.533756,199.380381,243.687132,265.840507
EL-BAYADH,225.0,202.5,247.5,270.0
ILLIZI,225.0,202.5,247.5,270.0
B.B.ARRERIDJ,225.0,202.5,247.5,270.0
BOUMERDES,225.0,202.5,247.5,270.0
EL.TARF,225.0,202.5,247.5,270.0
TINDOUF,225.0,202.5,247.5,270.0
TISSEMSILT,225.0,202.5,247.5,270.0
EL.OUED,225.0,202.5,247.5,270.0
KHENCHELA,225.0,202.5,247.5,270.0
SOUK.AHRAS,225.0,202.5,247.5,270.0
TIPAZA,225.0,202.5,247.5,270.0
MILA,225.0,202.5,247.5,270.0
AIN.DEFLA,225.0,202.5,247.5,270.0
NAAMA,225.0,202.5,247.5,270.0
A.TEMOUCHENT,225.0,202.5,247.5,270.0
GHARDAIA,225.0,202.5,247.5,270.0
RELIZANE,225.0,202.5,247.5,270.0
