ADRAR,52.91,47.62,58.2,63.49
CHLEF,50.87,45.78,55.96,61.05
LAGHOUAT,52.08,46.87,57.29,62.49
O.E.BOUAGHI,52.85,47.56,58.13,63.41
BATNA,51.63,46.47,56.79,61.95
BEJAIA,52.9,47.61,58.19,63.48
BISKRA,52.9,47.61,58.19,63.48
BECHAR,52.96,47.67,58.25,63.55
BLIDA,52.55,47.3,57.81,63.07
BOURA,49.49,44.55,54.45,59.39
TAMANRASSET,52.99,47.69,58.29,63.58
TEBESSA,51.55,46.4,56.72,61.87
TLEMCEN,49.54,44.59,54.49,59.45
TIARET,50.4,45.36,55.44,60.47
TIZI-OUZOU,52.63,47.36,57.89,63.15
ALGER,52.03,46.83,57.23,62.43
DJELFA,51.99,46.79,57.18,62.38
JIJEL,52.82,47.54,58.1,63.38
SETIF,51.96,46.77,57.16,62.36
SAIDA,51.73,46.56,56.9,62.08
SKIKDA,49.59,44.63,54.54,59.5
S.B.ABBES,52.04,46.83,57.24,62.44
ANNABA,52.94,47.65,58.23,63.53
GUELMA,52.17,46.95,57.39,62.6
CONSTANTINE,52.94,47.64,58.23,63.52
MEDEA,51.99,46.79,57.19,62.38
MOSTAGANEM,46.9,42.21,51.59,56.27
M'SILA,52.7,47.43,57.97,63.24
MASCARA,47.03,42.33,51.73,56.44
ÔUARGLA,52.06,46.86,57.27,62.48
ORAN,52.89,47.6,58.18,63.47
EL-BAYADH,52.54,47.29,57.8,63.05
ILLIZI,53.0,47.7,58.3,63.6
B.B.ARRERIDJ,52.94,47.65,58.24,63.53
BOUMERDES,51.02,45.91,56.12,61.21
EL.TARF,52.67,47.4,57.94,63.2
TINDOUF,53.0,47.7,58.3,63.6
TISSEMSILT,52.96,47.67,58.26,63.55
EL.OUED,35.0,31.5,38.5,42.0
KHENCHELA,52.97,47.67,58.27,63.56
SOUK.AHRAS,52.61,47.35,57.87,63.13
TIPAZA,51.8,46.62,56.98,62.17
MILA,51.71,46.54,56.88,62.05
AIN.DEFLA,42.43,38.18,46.67,50.91
NAAMA,52.8,47.52,58.08,63.36
A.TEMOUCHENT,52.85,47.56,58.13,63.42
GHARDAIA,52.95,47.65,58.24,63.54
RELIZANE,50.51,45.47,55.57,60.62
