ADRAR,123.540277,111.186249,135.894305,148.248332
CHLEF,123.255171,110.929654,135.580688,147.906205
LAGHOUAT,85.220911,76.69882,93.743002,102.265093
O.E.BOUAGHI,125.0,112.5,137.5,150.0
BATNA,121.956187,109.760568,134.151805,146.347424
BEJAIA,124.726794,112.254115,137.199474,149.672153
BISKRA,75.0,67.5,82.5,90.0
BEC HAR,122.98867,110.689803,135.287536,147.586403
BLIDA,118.399484,106.559535,130.239432,142.079381
BOUIRA,124.81831,112.336479,137.300141,149.781972
TAMAN RASSET,124.042774,111.638497,136.447052,148.851329
TEBESSA,124.865911,112.37932,137.352502,149.839094
TLEMCEN,123.096611,110.78695,135.406272,147.715933
TIARET,123.73722,111.363498,136.110942,148.484664
TIZI.OUZOU,125.0,112.5,137.5,150.0
ALGER,104.196976,93.777279,114.616674,125.036372
DJELFA,122.852905,110.567614,135.138195,147.423486
JIJEL,121.51956,109.367604,133.671516,145.823472
SETIF,124.832389,112.34915,137.315628,149.798867
SAIDA,124.346318,111.911686,136.780949,149.215581
SKIKDA,122.242298,110.018068,134.466528,146.690758
SBABBES,122.620261,110.358235,134.882287,147.144313
ANNABA,119.545272,107.590745,131.499799,143.454326
GUELMA,125.0,112.5,137.5,150.0
CONSTANTINE,124.914183,112.422765,137.405602,149.89702
MEDEA,124.336261,111.902635,136.769887,149.203513
MOSTAGANEM,78.462841,70.616557,86.309125,94.155409
MSILA,120.189568,108.170611,132.208525,144.227481
MA SCARA,121.899199,109.709279,134.089119,146.279039
OUARGLA,121.866179,109.679562,134.052797,146.239415
ORAN,124.292179,111.862961,136.721397,149.150615
EL-BAYADH,123.368308,111.031477,135.705139,148.04197
ILLIZI,124.870102,112.383091,137.357112,149.844122
B.B.ARRERIDJ,125.0,112.5,137.5,150.0
BOUMERDES,110.828501,99.74565,121.911351,132.994201
EL-TARF,124.021152,111.619037,136.423268,148.825383
TINDOUF,124.884348,112.395914,137.372783,149.861218
TISSEMSlLT,125.0,112.5,137.5,150.0
EL-OUED,118.700513,106.830462,130.570564,142.440615
KHENCHELA,124.329557,111.896601,136.762512,149.195468
SOUK-AHRAS,124.962623,112.46636,137.458885,149.955147
TIPAZA,110.870571,99.783514,121.957628,133.044685
MILA,123.871308,111.484178,136.258439,148.64557
AIN-DEFLA,123.488318,111.139486,135.837149,148.185981
NAAMA,123.33311,110.999799,135.666421,147.999732
A.TEMOUCHENT,121.482686,109.334417,133.630954,145.779223
GHARDAIA,117.60836,105.847524,129.369196,141.130033
RELIZANE,123.347357,111.012621,135.682092,148.016828
