ADRAR,106,98,71,80
CHLEF,107,98,71,80
LAGHOUAT,85,78,57,64
O.E.BOUAGHI,108,99,72,81
BATNA,106,97,70,79
BEJAIA,107,98,71,80
BISKRA,72,66,48,54
BECHAR,107,98,71,80
BLIDA,102,94,68,77
BOUIRA,107,98,71,80
TAMANRASSET,107,98,71,80
TEBESSA,107,98,71,80
TLEMCEN,107,98,71,80
TIARET,107,98,71,80
TIZI-OUZOU,107,98,71,80
ALGER,95,87,63,71
DJELFA,107,98,71,80
JIJEL,104,96,69,78
SETIF,107,98,71,80
SAIDA,106,97,71,80
SKIKDA,106,97,71,80
S.B.ABBES,107,98,71,80
ANNABA,104,95,69,78
GUELMA,107,98,71,80
CONSTANTINE,107,98,71,80
MEDEA,107,98,71,80
MOSTAGANEM,74,68,49,56
M'SILA,106,97,70,79
MASCARA,105,97,70,79
OUARGLA,105,96,70,78
ORAN,107,98,71,80
EL-BAYADH,107,98,71,80
ILLIZI,107,98,71,80
B.B.ARRERIDJ,108,99,72,81
BOUMERDES,101,92,67,75
EL-TARF,107,98,71,80
TINDOUF,107,98,71,80
TISSEMSILT,108,99,72,81
EL-OUED,104,95,69,78
KHENCHELA,107,98,71,80
SOUK-AHRAS,107,98,71,80
TIPAZA,100,92,67,75
MILA,107,98,71,80
AIN-DEFLA,105,96,70,79
NAAMA,107,98,71,80
A.TEMOUCHENT,105,97,70,79
GHARDAIA,104,95,69,78
RELIZANE,106,98,71,80
