ADRAR,65.85,59.26,72.43,79.02
CHLEF,63.81,57.43,70.19,76.57
LAGHOUAT,64.81,58.33,71.29,77.77
O.E.BOUAGHI,65.87,59.29,72.46,79.05
BATNA,65.27,58.74,71.8,78.32
BEJAIA,65.9,59.31,72.49,79.08
BISKRA,65.92,59.33,72.51,79.1
BECHAR,65.97,59.37,72.56,79.16
BLIDA,65.48,58.93,72.03,78.57
BOURA,62.48,56.23,68.72,74.97
TAMANRASSET,65.99,59.39,72.59,79.19
TEBESSA,64.4,57.96,70.84,77.29
TLEMCEN,63.32,56.99,69.66,75.99
TIARET,63.45,57.11,69.8,76.14
TIZI-OUZOU,65.62,59.06,72.18,78.74
ALGER,65.25,58.72,71.77,78.3
DJELFA,64.75,58.27,71.22,77.7
JIJEL,65.82,59.23,72.4,78.98
SETIF,65.06,58.55,71.57,78.07
SAIDA,64.45,58.01,70.9,77.34
SKIKDA,63.26,56.93,69.58,75.91
S.B.ABBES,65.07,58.56,71.57,78.08
ANNABA,65.93,59.34,72.53,79.12
GUELMA,65.25,58.72,71.77,78.3
CONSTANTINE,65.94,59.35,72.54,79.13
MEDEA,65.04,58.54,71.55,78.05
MOSTAGANEM,58.24,52.42,64.07,69.89
M'SILA,65.77,59.19,72.34,78.92
MASCARA,59.84,53.85,65.82,71.81
ÔUARGLA,65.16,58.64,71.67,78.19
ORAN,65.94,59.35,72.53,79.13
EL-BAYADH,65.51,58.96,72.06,78.61
ILLIZI,66.0,59.4,72.6,79.2
B.B.ARRERIDJ,65.97,59.38,72.57,79.17
BOUMERDES,64.43,57.99,70.87,77.32
EL.TARF,65.65,59.09,72.22,78.78
TINDOUF,66.0,59.4,72.6,79.2
TISSEMSILT,65.96,59.37,72.56,79.15
EL.OUED,46.0,41.4,50.6,55.2
KHENCHELA,65.97,59.37,72.57,79.17
SOUK.AHRAS,65.82,59.23,72.4,78.98
TIPAZA,64.87,58.39,71.36,77.85
MILA,64.83,58.35,71.31,77.79
AIN.DEFLA,54.07,48.66,59.47,64.88
NAAMA,65.86,59.28,72.45,79.04
A.TEMOUCHENT,65.87,59.29,72.46,79.05
GHARDAIA,65.92,59.33,72.52,79.11
RELIZANE,64.46,58.01,70.9,77.35
